"Report Period","Cert/ID","Institution Name","City","State","Class","A","L"
"20221231","14134","PASSUMPSIC SAVINGS BANK","SAINT JOHNSBURY","VT","SI","838127","719419"
"20221231","14136","WELLS RIVER SAVINGS BANK","WELLS RIVER","VT","SI","228201","209378"
"20221231","14140","NORTHFIELD SAVINGS BANK","NORTHFIELD","VT","SI","1414255","1185491"
"20221231","14158","UNION BANK","MORRISVILLE","VT","NM","1335789","1204403"
"20221231","14168","PEOPLES TRUST COMPANY OF ST. ALBANS","SAINT ALBANS","VT","NM","368796","332153"
"20221231","14178","SILEX BANKING COMPANY","SILEX","MO","NM","86198","75233"
"20221231","14184","MARION COMMUNITY BANK","MARION","AL","NM","300239","259923"
"20221231","14185","FIRST STATE BANK AND TRUST COMPANY, INC.","CARUTHERSVILLE","MO","SM","546799","470392"
"20221231","14195","FARMERS TRUST AND SAVINGS BANK","BUFFALO CENTER","IA","SM","327907","269320"
"20221231","14207","LINCOLN SAVINGS BANK","REINBECK","IA","NM","1845139","1578877"
"20221231","14208","SECURITY SAVINGS BANK","GOWRIE","IA","SM","203300","174585"
"20221231","14209","FARMERS STATE BANK","MARION","IA","NM","1040259","877605"
"20221231","14222","SECURITY FINANCIAL BANK","DURAND","WI","SM","828402","718611"
"20221231","14225","THE HOME NATIONAL BANK OF THORNTOWN","THORNTOWN","IN","N","157945","147432"
"20221231","14230","MALVERN BANK","MALVERN","IA","NM","184684","164076"
"20221231","14240","NORTHWAY BANK","BERLIN","NH","NM","1296668","1070008"
"20221231","14247","UNITED BANK AND TRUST COMPANY","HAMPTON","IA","NM","209991","188964"
"20221231","14251","FIDELITY BANK","WEST DES MOINES","IA","NM","78251","55131"
"20221231","14260","WALTERS BANK AND TRUST COMPANY","WALTERS","OK","NM","69363","58025"
"20221231","14264","CORNHUSKER BANK","LINCOLN","NE","SM","900683","767469"
"20221231","14266","NATIONAL BANK OF COMMERCE","SUPERIOR","WI","N","1248794","1041773"
"20221231","14269","THE CITIZENS STATE BANK","MARYSVILLE","KS","NM","373570","308481"
"20221231","14275","FARMERS AND MERCHANTS BANK","MILLIGAN","NE","NM","144775","113008"
"20221231","14276","FIRST BANK, UPPER MICHIGAN","GLADSTONE","MI","NM","572592","493289"
"20221231","14281","FIRST BANK OF UTICA","UTICA","NE","SM","78266","64110"
"20221231","14291","BANK","WAPELLO","IA","SM","115303","85048"
"20221231","14293","CITIZENS BANK & TRUST","ROCK PORT","MO","NM","118287","108697"
"20221231","14311","ADAMS COUNTY BANK","KENESAW","NE","NM","226220","137650"
"20221231","14312","FIVE POINTS BANK OF HASTINGS","HASTINGS","NE","SM","541855","444090"
"20221231","14316","THE BENTON STATE BANK","BENTON","WI","NM","81079","70056"
"20221231","14327","HORIZON BANK","WAVERLY","NE","NM","418248","320878"
"20221231","14331","FIRSTBANK","ANTLERS","OK","SM","589276","526098"
"20221231","14333","COMMERCIAL BANK AND TRUST OF PA","LATROBE","PA","NM","408101","367465"
"20221231","14334","UNITED BANK OF UNION","UNION","MO","NM","481509","420980"
"20221231","14344","FARMERS STATE BANK","PHILLIPSBURG","KS","SM","40022","30382"
"20221231","14345","THE VALLEY STATE BANK","SYRACUSE","KS","SM","219555","177840"
"20221231","14349","BANK OF SALEM","SALEM","MO","NM","131450","114899"
"20221231","14352","FEDERATION BANK","WASHINGTON","IA","NM","168363","146797"
"20221231","14355","THE FIRST CITIZENS NATIONAL BANK OF UPPER SANDUSKY","UPPER SANDUSKY","OH","N","359418","302791"
"20221231","14359","JERSEY SHORE STATE BANK","WILLIAMSPORT","PA","NM","1451067","1108794"
"20221231","14382","FIDELITY BANK & TRUST","DUBUQUE","IA","NM","1784652","1564557"
"20221231","14392","FARMERS TRUST & SAVINGS BANK","WILLIAMSBURG","IA","NM","177871","141006"
"20221231","14399","HASKELL NATIONAL BANK","HASKELL","TX","N","80588","75474"
"20221231","14400","FIRST NATIONAL BANK IN TIGERTON","TIGERTON","WI","N","29818","26348"
"20221231","14404","FARMERS STATE BANK OF NEWCASTLE","NEWCASTLE","TX","SM","55948","53859"
"20221231","14410","CITY STATE BANK","NORWALK","IA","NM","681375","619464"
"20221231","14413","IOWA STATE BANK AND TRUST COMPANY OF FAIRFIELD, IOWA","FAIRFIELD","IA","SM","210861","175346"
"20221231","14415","BELLEVUE STATE BANK","BELLEVUE","IA","NM","162426","142199"
"20221231","14420","FNB BANK","GOODLAND","KS","NM","277174","253057"
"20221231","14427","FIRST NATIONAL BANK IN DERIDDER","DERIDDER","LA","N","366657","341946"
"20221231","14445","FARMERS AND MERCHANTS UNION BANK","COLUMBUS","WI","NM","449750","390073"
"20221231","14468","FIRST NATIONAL BANK AT DARLINGTON","DARLINGTON","WI","N","183447","159358"
"20221231","14488","CITIZENS BANK","NEW HAVEN","MO","NM","301621","256380"
"20221231","14491","THE BANK OF CHARLOTTE COUNTY","PHENIX","VA","SM","179620","158727"
"20221231","14492","HOMEBANK","PALMYRA","MO","NM","520412","453960"
"20221231","14507","CNB BANK, INC.","BERKELEY SPRINGS","WV","NM","582728","497469"
"20221231","14513","THUMB BANK AND TRUST","PIGEON","MI","SM","379172","357433"
"20221231","14521","BANK IOWA","WEST DES MOINES","IA","SM","1918861","1580933"
"20221231","14522","PCSB BANK","CLARINDA","IA","NM","317675","297490"
"20221231","14523","THE ANTWERP EXCHANGE BANK COMPANY","ANTWERP","OH","NM","151975","136931"
"20221231","14531","AMARILLO NATIONAL BANK","AMARILLO","TX","N","8454890","7465642"
"20221231","14534","THE FIRST NATIONAL BANK AT PARIS","PARIS","AR","N","239997","205440"
"20221231","14546","NEW ERA BANK","FREDERICKTOWN","MO","NM","425243","380216"
"20221231","14556","THE EXCHANGE STATE BANK OF ST. PAUL, KANSAS","SAINT PAUL","KS","NM","91516","78369"
"20221231","14560","UNION STATE BANK","WEST SALEM","WI","NM","113830","96458"
"20221231","14561","STATE BANK OF MEDORA","MEDORA","IN","NM","102200","83983"
"20221231","14567","FIRST NATIONAL BANK IN OLNEY","OLNEY","IL","N","436090","396298"
"20221231","14574","ODIN STATE BANK","ODIN","MN","NM","68398","52324"
"20221231","14578","FARMERS STATE BANK","LAGRANGE","IN","NM","1176849","1068509"
"20221231","14581","CLARKSON BANK","CLARKSON","NE","NM","69372","57642"
"20221231","14584","THE FIRST NATIONAL BANK IN TRINIDAD","TRINIDAD","CO","N","270211","262044"
"20221231","14587","UNIVERSITY BANK","ANN ARBOR","MI","NM","781550","612871"
"20221231","14597","THE UNION BANK OF MENA","MENA","AR","SM","350650","308749"
"20221231","14604","COMMUNITY POINT BANK","RUSSELLVILLE","MO","NM","160131","135968"
"20221231","14619","SAVANNAH BANK NATIONAL ASSOCIATION","SAVANNAH","NY","N","178425","165882"
"20221231","14633","COMMUNITY SAVINGS BANK","EDGEWOOD","IA","NM","545780","449864"
"20221231","14636","PEOPLES BANK","COLDWATER","KS","SM","52978","45891"
"20221231","14642","THE COMMERCIAL BANK","HONEA PATH","SC","NM","250949","236739"
"20221231","14644","THE MALVERN NATIONAL BANK","MALVERN","AR","N","659868","539139"
"20221231","14646","NEWFIELD NATIONAL BANK","NEWFIELD","NJ","N","914939","873930"
"20221231","14649","COMMUNITY BANK","DUNLAP","IA","NM","122907","111409"
"20221231","14650","HILLS BANK AND TRUST COMPANY","HILLS","IA","NM","3979185","3358528"
"20221231","14660","BANK OF PRAIRIE DU SAC","PRAIRIE DU SAC","WI","NM","590524","523200"
"20221231","14662","TRUSTBANK","OLNEY","IL","NM","469976","381350"
"20221231","14674","THE FIRST NATIONAL BANK IN AMBOY","AMBOY","IL","N","261957","242943"
"20221231","14679","INDUSTRIAL BANK","WASHINGTON","DC","NM","722995","618519"
"20221231","14690","IOWA SAVINGS BANK","CARROLL","IA","NM","266870","240246"
"20221231","14692","PEOPLES BANK","CLIVE","IA","SM","447074","380617"
"20221231","14694","CEDAR VALLEY BANK & TRUST","LA PORTE CITY","IA","NM","111631","92141"
"20221231","14695","MA BANK","MACON","MO","SM","352825","319302"
"20221231","14701","BANK OF NEW MADRID","NEW MADRID","MO","NM","123049","110723"
"20221231","14705","DEWITT BANK & TRUST CO.","DEWITT","IA","NM","241327","191679"
"20221231","14712","FIRST NATIONAL BANK","FORT PIERRE","SD","N","1670707","1236008"
"20221231","14722","UNION BANK","GRAND RAPIDS","MI","NM","340547","307984"
"20221231","14730","FRONTIER BANK","LAMAR","CO","NM","421640","391201"
"20221231","14731","THE CITIZENS NATIONAL BANK OF QUITMAN","QUITMAN","GA","N","130158","115637"
"20221231","14735","FIRST COMMUNITY BANK OF THE HEARTLAND, INC.","CLINTON","KY","NM","404673","343543"
"20221231","14744","WILLIAMSTOWN BANK, INC.","WILLIAMSTOWN","WV","NM","210766","185294"
"20221231","14761","THE FIRST NATIONAL BANK IN CARLYLE","CARLYLE","IL","N","286770","259252"
"20221231","14769","DMB COMMUNITY BANK","DE FOREST","WI","NM","810907","708848"
"20221231","14772","DANVILLE STATE SAVINGS BANK","NEW LONDON","IA","NM","180286","159579"
"20221231","14773","STATE SAVINGS BANK","CRESTON","IA","NM","154443","136580"
"20221231","14778","FIRST BANK & TRUST","LUBBOCK","TX","NM","2961239","2578197"
"20221231","14779","CITIZENS NATIONAL BANK AT BROWNWOOD","BROWNWOOD","TX","N","287246","269415"
"20221231","14785","CITIZENS SAVINGS BANK","MARSHALLTOWN","IA","NM","84364","77792"
"20221231","14801","FIRST STATE BANK & TRUST","WILLISTON","ND","NM","511811","460259"
"20221231","14807","FARMERS SAVINGS BANK","COLESBURG","IA","NM","235409","203534"
"20221231","14809","HEARTLAND BANK","SOMERS","IA","NM","230921","186088"
"20221231","14812","TS BANK","TREYNOR","IA","NM","403812","349322"
"20221231","14820","THE CITIZENS NATIONAL BANK OF HAMMOND","HAMMOND","NY","N","27323","25155"
"20221231","14836","FIRST NATIONAL BANK IN NEW BREMEN","NEW BREMEN","OH","N","403361","372205"
"20221231","14843","MIDWESTONE BANK","IOWA CITY","IA","NM","6574512","5480691"
"20221231","14851","CITIZENS BANK","ELIZABETHTON","TN","NM","1188606","966911"
"20221231","14853","THE FIRST NATIONAL BANK AT ST. JAMES","SAINT JAMES","MN","N","37684","34080"
"20221231","14857","STATE STREET BANK AND TRUST COMPANY","QUINCY","IL","NM","301781","272888"
"20221231","14863","LINKBANK","CAMP HILL","PA","NM","1153211","962258"
"20221231","14864","STOCKMENS NATIONAL BANK IN COTULLA","COTULLA","TX","N","98120","90720"
"20221231","14867","HOME STATE BANK","JEFFERSON","IA","NM","370101","335553"
"20221231","14868","PEOPLES SAVINGS BANK","WELLSBURG","IA","NM","149233","120345"
"20221231","14883","COMMUNITY STATE BANK","AVILLA","IN","SM","432063","398563"
"20221231","14885","FIRST BANK","KETCHIKAN","AK","NM","787709","751649"
"20221231","14894","THE FARMERS BANK","NICHOLASVILLE","KY","NM","230631","204441"
"20221231","14899","BLUE SKY BANK","PAWHUSKA","OK","SM","667447","593651"
"20221231","14904","FIRST COMMUNITY BANK","NEWELL","IA","NM","117264","101328"
"20221231","14907","THE INTERNATIONAL BANK OF AMHERST","AMHERST","WI","NM","95696","83937"
"20221231","14911","SHELL LAKE STATE BANK","SHELL LAKE","WI","NM","303108","260493"
"20221231","14912","BANK OF DIXON COUNTY","PONCA","NE","NM","121321","107665"
"20221231","14914","COLLINS STATE BANK","COLLINS","WI","NM","194152","163949"
"20221231","14920","THE HAMLER STATE BANK","HAMLER","OH","SM","100195","83684"
"20221231","14922","F&M BANK","WEST POINT","NE","NM","365524","330331"
"20221231","14926","FREELAND STATE BANK","FREELAND","MI","NM","62128","54235"
"20221231","14929","WEST SHORE BANK","LUDINGTON","MI","NM","685738","566881"
"20221231","14930","FIRST IOWA STATE BANK","ALBIA","IA","SM","194129","182982"
"20221231","14944","EMERALD BANK","BURDEN","KS","SM","21271","18850"
"20221231","14952","THE LYON COUNTY STATE BANK","EMPORIA","KS","NM","184032","165107"
"20221231","14960","STATE BANK OF REESEVILLE","REESEVILLE","WI","NM","130315","87320"
"20221231","14966","THE SECURITY NATIONAL BANK OF ENID","ENID","OK","N","382789","358804"
"20221231","14969","KISH BANK","BELLEVILLE","PA","NM","1294758","1047758"
"20221231","14974","FIRST STATE BANK AND TRUST","TONGANOXIE","KS","NM","432399","386934"
"20221231","14982","UNION STATE BANK","WINTERSET","IA","NM","129106","121645"
"20221231","14991","THE FARMERS STATE BANK","NEW MADISON","OH","NM","222733","195969"
"20221231","14995","RIVER BANK","STODDARD","WI","NM","1078437","780784"
"20221231","14999","THE PORT AUSTIN STATE BANK","PORT AUSTIN","MI","NM","70921","60555"
"20221231","15010","COLUMBUS BANK AND TRUST COMPANY","COLUMBUS","NE","NM","200202","169449"
"20221231","15019","FIRST BANK","SOUTHERN PINES","NC","SM","10625188","9234712"
"20221231","15032","FIRST STATE BANK","EASTPOINTE","MI","SM","957924","853820"
"20221231","15035","RIVERWIND BANK","AUGUSTA","AR","NM","136866","123534"
"20221231","15038","THE VALLEY STATE BANK","BELLE PLAINE","KS","NM","187356","155387"
"20221231","15046","THE PEOPLES COMMUNITY BANK","MAZOMANIE","WI","NM","373102","335531"
"20221231","15050","FIRST STATE BANK","LONOKE","AR","NM","294448","268847"
"20221231","15059","LOUISIANA NATIONAL BANK","RUSTON","LA","N","447424","394567"
"20221231","15064","EXCHANGE STATE BANK","CARSONVILLE","MI","NM","213964","198273"
"20221231","15078","JUNCTION NATIONAL BANK","JUNCTION","TX","N","90982","89015"
"20221231","15085","ARTHUR STATE BANK","UNION","SC","NM","737722","682323"
"20221231","15091","STATE BANK OF CROSS PLAINS","CROSS PLAINS","WI","NM","1648757","1434283"
"20221231","15092","RICHLAND COUNTY BANK","RICHLAND CENTER","WI","NM","111313","99282"
"20221231","15098","UNION STATE BANK","OLSBURG","KS","NM","36583","32985"
"20221231","15101","SENATH STATE BANK","SENATH","MO","NM","106051","93269"
"20221231","15104","BANK OF YORK","YORK","SC","NM","330534","300731"
"20221231","15105","ZAVALA COUNTY BANK","CRYSTAL CITY","TX","NM","83560","76418"
"20221231","15111","THE CITIZENS STATE BANK","GRIDLEY","KS","NM","323616","298152"
"20221231","15113","BANK OF GREELEYVILLE","GREELEYVILLE","SC","NM","121638","109897"
"20221231","15118","GATEWAY FIRST BANK","JENKS","OK","NM","2037606","998799"
"20221231","15126","FARMERS STATE BANK","HILLSBORO","WI","NM","214920","178559"
"20221231","15136","BANK OF WISCONSIN DELLS","WISCONSIN DELLS","WI","NM","949124","822317"
"20221231","15146","GREAT NORTH BANK","FLORENCE","WI","NM","147573","117255"
"20221231","15152","BLACK RIVER COUNTRY BANK","BLACK RIVER FALL","WI","NM","100003","85999"
"20221231","15164","THE FARMERS STATE BANK OF WESTMORELAND","WESTMORELAND","KS","NM","227218","202170"
"20221231","15165","PEOPLES STATE BANK OF MUNISING","MUNISING","MI","NM","200081","169430"
"20221231","15194","THE KEARNY COUNTY BANK","LAKIN","KS","NM","265623","229632"
"20221231","15200","DECORAH BANK & TRUST COMPANY","DECORAH","IA","NM","672645","579851"
"20221231","15205","BANK3","MEMPHIS","TN","NM","444357","386499"
"20221231","15206","FIRST STATE BANK","ATHENS","TX","NM","711286","654618"
"20221231","15214","THE FIRST CENTRAL NATIONAL BANK OF ST. PARIS","ST. PARIS","OH","N","111527","93047"
"20221231","15216","PEOPLES BANK","LYONS","GA","NM","157671","143707"
"20221231","15219","DUBUQUE BANK AND TRUST COMPANY","DUBUQUE","IA","NM","2108480","1768057"
"20221231","15228","THE BANK OF KAUKAUNA","KAUKAUNA","WI","NM","144800","132772"
"20221231","15229","FIRST BUSINESS BANK","MADISON","WI","NM","2978956","2171625"
"20221231","15237","JOHNSON STATE BANK","JOHNSON","KS","NM","103837","89819"
"20221231","15242","NORTHERN STATE BANK","ASHLAND","WI","NM","316202","294405"
"20221231","15243","PUTNAM COUNTY BANK","HURRICANE","WV","SM","633168","541728"
"20221231","15249","UNITED CITIZENS BANK & TRUST COMPANY","CAMPBELLSBURG","KY","NM","170162","145205"
"20221231","15254","THE CITIZENS STATE BANK AND TRUST COMPANY","COUNCIL GROVE","KS","NM","66590","55991"
"20221231","15255","GREENFIELD BANKING COMPANY","GREENFIELD","TN","NM","98496","88668"
"20221231","15258","THE FARMERS STATE BANK","HOLTON","KS","NM","70188","60995"
"20221231","15259","ELK STATE BANK","CLYDE","KS","NM","126827","92767"
"20221231","15261","THE CITIZENS STATE BANK","HUGOTON","KS","NM","143644","128577"
"20221231","15264","PEOPLES SAVINGS BANK OF RHINELAND","RHINELAND","MO","NM","576639","528748"
"20221231","15270","MERIT BANK","HUNTSVILLE","AL","NM","266215","226514"
"20221231","15271","FIRST STATE BANK","NEW LONDON","WI","NM","542207","488019"
"20221231","15272","MARION COUNTY STATE BANK","PELLA","IA","NM","631282","572405"
"20221231","15282","HERITAGE COMMUNITY BANK","UNION","MO","NM","222889","190063"
"20221231","15286","NORTHERN STATE BANK OF THIEF RIVER FALLS","THIEF RIVER FALL","MN","NM","452216","414460"
"20221231","15305","THE DENISON STATE BANK","HOLTON","KS","NM","425097","338601"
"20221231","15306","TRUCOMMUNITY BANK","GARRISON","ND","NM","316563","285217"
"20221231","15310","CB&S BANK, INC.","RUSSELLVILLE","AL","NM","2441799","2167540"
"20221231","15311","IOWA FALLS STATE BANK","IOWA FALLS","IA","NM","151939","133571"
"20221231","15321","FIRST STATE BANK","WEBSTER CITY","IA","NM","604447","526158"
"20221231","15323","SILVER LAKE BANK","TOPEKA","KS","NM","395569","306329"
"20221231","15324","SECURITY BANK & TRUST COMPANY","GLENCOE","MN","NM","712980","648736"
"20221231","15326","THE UNION BANKING COMPANY","WEST MANSFIELD","OH","NM","52905","44509"
"20221231","15334","ROLLING HILLS BANK & TRUST","ATLANTIC","IA","SM","435547","379284"
"20221231","15336","DURDEN BANKING COMPANY, INCORPORATED","TWIN CITY","GA","NM","270734","239631"
"20221231","15345","TXN BANK NATIONAL ASSOCIATION","HONDO","TX","N","620811","592861"
"20221231","15346","COMMERCE BANK TEXAS","STOCKDALE","TX","NM","64623","56877"
"20221231","15347","SECURITY BANK OF PULASKI COUNTY","SAINT ROBERT","MO","NM","134388","125413"
"20221231","15348","FIRST BANK AND TRUST COMPANY","CLINTON","OK","SM","64245","50758"
"20221231","15355","MARION STATE BANK","MARION","TX","NM","141227","130136"
"20221231","15359","SOUTHERN BANK AND TRUST COMPANY","MOUNT OLIVE","NC","NM","4592140","4146041"
"20221231","15362","BELT VALLEY BANK","BELT","MT","SM","80871","69012"
"20221231","15364","FIRST STATE BANK","RANDOLPH","NE","NM","73023","51298"
"20221231","15367","FARMERS STATE BANK","GROESBECK","TX","NM","179777","167766"
"20221231","15399","RCB BANK","CLAREMORE","OK","SM","3775612","3443859"
"20221231","15405","HOUGHTON STATE BANK","RED OAK","IA","NM","230257","186994"
"20221231","15415","PEOPLES BANK OF WYACONDA, MISSOURI","KAHOKA","MO","NM","130204","115346"
"20221231","15423","AMERICAN BANK OF MISSOURI","WELLSVILLE","MO","NM","734676","568781"
"20221231","15427","CHELSEA SAVINGS BANK","BELLE PLAINE","IA","NM","177830","162521"
"20221231","15442","ROBERT LEE STATE BANK","ROBERT LEE","TX","NM","43771","39665"
"20221231","15443","LAKE ELMO BANK","LAKE ELMO","MN","NM","530050","477291"
"20221231","15444","AMERICAN STATE BANK & TRUST COMPANY OF WILLISTON","WILLISTON","ND","NM","635919","578458"
"20221231","15460","SPUR SECURITY BANK","SPUR","TX","NM","68684","69750"
"20221231","15463","STATE BANK OF DE KALB","DE KALB","TX","NM","425906","375549"
"20221231","15465","UNITED SOUTHERN BANK","UMATILLA","FL","NM","892197","812396"
"20221231","15469","THE FIRST STATE BANK OF RANSOM","RANSOM","KS","NM","48521","39789"
"20221231","15471","FIRST STATE BANK OF CANDO","CANDO","ND","NM","70487","65456"
"20221231","15472","FIRST UNITED BANK","PARK RIVER","ND","NM","676375","604304"
"20221231","15477","CITIZENS BANK OF AMERICUS","AMERICUS","GA","NM","439361","403818"
"20221231","15478","UNITED VALLEY BANK","CAVALIER","ND","NM","591971","524380"
"20221231","15480","COLEMAN COUNTY STATE BANK","COLEMAN","TX","NM","184624","168413"
"20221231","15489","WEST PLAINS BANK AND TRUST COMPANY","WEST PLAINS","MO","NM","620188","567890"
"20221231","15496","FIRST STATE BANK OF BLAKELY","BLAKELY","GA","NM","585309","466778"
"20221231","15501","THE LYTLE STATE BANK OF LYTLE, TEXAS","LYTLE","TX","NM","121850","112840"
"20221231","15510","AMERISTATE BANK","ATOKA","OK","SM","361482","318384"
"20221231","15511","FIRST STATE BANK","GAINESVILLE","TX","SM","1670131","1520990"
"20221231","15519","CITIZENS STATE BANK","MILES","TX","NM","221078","200134"
"20221231","15523","MUENSTER STATE BANK","MUENSTER","TX","NM","213886","197544"
"20221231","15532","CENTREBANK","VEEDERSBURG","IN","NM","104952","91138"
"20221231","15539","FIRST STATE BANK","BUXTON","ND","NM","346040","284399"
"20221231","15545","FRONTIER BANK","OMAHA","NE","NM","1196346","841745"
"20221231","15546","CHILLICOTHE STATE BANK","CHILLICOTHE","MO","NM","145593","135669"
"20221231","15547","BANK OF LAKE VILLAGE","LAKE VILLAGE","AR","SM","90719","82149"
"20221231","15555","CENTRAL BANK","STORM LAKE","IA","SM","1964850","1642545"
"20221231","15562","PIONEER BANK & TRUST","BELLE FOURCHE","SD","NM","1000918","939523"
"20221231","15565","FIRST SOUTHERN BANK","MARION","IL","NM","1034888","890674"
"20221231","15566","HOOSIER HEARTLAND STATE BANK","CRAWFORDSVILLE","IN","NM","303152","278598"
"20221231","15572","FIRST NATIONAL BANK OF PULASKI","PULASKI","TN","N","1263190","1157589"
"20221231","15578","INTEGRITY BANK PLUS","WABASSO","MN","NM","87729","76873"
"20221231","15580","FIRST BANK OF COASTAL GEORGIA","PEMBROKE","GA","NM","191283","180200"
"20221231","15584","MID-MISSOURI BANK","SPRINGFIELD","MO","NM","902427","830028"
"20221231","15585","BAY PORT STATE BANK","BAY PORT","MI","NM","142599","131278"
"20221231","15590","TAYLOR COUNTY BANK","CAMPBELLSVILLE","KY","NM","216007","194730"
"20221231","15593","IPSWICH STATE BANK","IPSWICH","SD","NM","69345","59978"
"20221231","15597","SECURITY STATE BANK OF KENYON","KENYON","MN","NM","72140","65179"
"20221231","15598","HORIZON FINANCIAL BANK","MUNICH","ND","NM","184693","165961"
"20221231","15606","THE HAMILTON BANK","HAMILTON","MO","NM","103333","97836"
"20221231","15610","FARMERS AND MERCHANTS STATE BANK","WINTERSET","IA","NM","226374","202056"
"20221231","15614","WEST BANK","WEST DES MOINES","IA","NM","3611269","2892431"
"20221231","15621","FIRST FARMERS & MERCHANTS STATE BANK OF GRAND MEADOW","GRAND MEADOW","MN","NM","97650","89417"
"20221231","15629","QUOIN FINANCIAL BANK","MILLER","SD","NM","216041","187998"
"20221231","15632","GREENFIELD BANKING COMPANY","GREENFIELD","IN","NM","871669","785749"
"20221231","15651","STATE BANK & TRUST CO.","NEVADA","IA","NM","215538","184037"
"20221231","15657","ALLIANCE BANK CENTRAL TEXAS","WOODWAY","TX","NM","686274","596182"
"20221231","15663","FIRST STATE BANK","WAYNESBORO","MS","NM","901338","818280"
"20221231","15664","FREEDOM BANK, INC.","BELINGTON","WV","NM","213220","195497"
"20221231","15669","MCBANK","GOLDTHWAITE","TX","NM","430706","405255"
"20221231","15671","THE BANK OF CLARENDON","MANNING","SC","NM","393799","354808"
"20221231","15673","BANK OF RIPLEY","RIPLEY","TN","NM","288721","259468"
"20221231","15675","CITIZENS BANK & TRUST COMPANY","CAMPBELLSVILLE","KY","NM","300783","263981"
"20221231","15687","GRANT COUNTY STATE BANK","SWAYZEE","IN","NM","265066","190869"
"20221231","15690","CLEAR LAKE BANK AND TRUST COMPANY","CLEAR LAKE","IA","SM","548368","497731"
"20221231","15699","PINELAND BANK","ALMA","GA","NM","394045","355129"
"20221231","15701","THE SEYMOUR BANK","SEYMOUR","MO","NM","218674","199916"
"20221231","15703","TOWN & COUNTRY BANK AND TRUST COMPANY","BARDSTOWN","KY","NM","435491","384512"
"20221231","15708","THE CASEY COUNTY BANK, INC.","LIBERTY","KY","SM","343305","271837"
"20221231","15728","DAKOTA COMMUNITY BANK & TRUST, NATIONAL ASSOCIATION","HEBRON","ND","N","1240396","1166266"
"20221231","15729","PARTNERS BANK","HELENA","AR","NM","395096","329831"
"20221231","15731","SECURITY BANK OF CRAWFORD","CRAWFORD","TX","NM","121514","109379"
"20221231","15734","SECURITY SAVINGS BANK","CANTON","SD","NM","503113","445813"
"20221231","15738","SECURITY STATE BANK","SPRINGVILLE","IA","NM","21509","12078"
"20221231","15741","COMMERCIAL BANK OF MOTT","MOTT","ND","NM","124770","98688"
"20221231","15744","GRANITE MOUNTAIN BANK INC DBA GRANITE MOUNTAIN BANK","PHILIPSBURG","MT","SM","129163","117823"
"20221231","15749","THE SECURITY STATE BANK","EMERY","SD","NM","68401","60281"
"20221231","15751","THE STATE BANK","RICHMOND","MO","NM","39977","37910"
"20221231","15752","FIRST STATE BANK","MENDOTA","IL","NM","1540979","1140901"
"20221231","15759","THE BANK OF BURLINGTON","BURLINGTON","CO","SM","78231","69123"
"20221231","15760","CITIZENS NATIONAL BANK OF ALBION","ALBION","IL","N","347898","296169"
"20221231","15762","FIRST AMERICAN BANK","STONEWALL","OK","NM","34031","29902"
"20221231","15763","FIRST NATIONAL BANK OF NOKOMIS","NOKOMIS","IL","N","178784","165649"
"20221231","15767","FIRST SECURITY BANK-HENDRICKS","HENDRICKS","MN","NM","39752","36343"
"20221231","15771","NORTHEAST GEORGIA BANK","LAVONIA","GA","NM","626401","557872"
"20221231","15772","MEDIAPOLIS SAVINGS BANK","MEDIAPOLIS","IA","NM","251841","216289"
"20221231","15778","GRANT COUNTY BANK","MEDFORD","OK","SM","69877","62189"
"20221231","15779","THE FARMERS & MERCHANTS BANK","BERLIN","WI","SM","683601","542546"
"20221231","15784","THE STOCK EXCHANGE BANK, CALDWELL, KANSAS","CALDWELL","KS","SM","74952","64754"
"20221231","15792","PEOPLES BANK OF MONITEAU COUNTY","JAMESTOWN","MO","NM","66095","55384"
"20221231","15797","BROADWAY NATIONAL BANK","SAN ANTONIO","TX","N","5323235","4602097"
"20221231","15799","PREMIER COMMUNITY BANK","MARION","WI","NM","446344","408173"
"20221231","15801","FARMERS AND MERCHANTS BANK","BALDWYN","MS","SM","471161","400253"
"20221231","15808","IOWA STATE BANK","DES MOINES","IA","NM","467069","385728"
"20221231","15809","SECURITY STATE BANK & TRUST","FREDERICKSBURG","TX","NM","1848598","1660074"
"20221231","15813","ONESOUTH BANK","MACON","GA","NM","191224","163191"
"20221231","15815","CENTRAL BANK & TRUST COMPANY","LEXINGTON","KY","NM","3821266","2992720"
"20221231","15817","GENESIS BANK","BENOIT","MS","NM","40731","31162"
"20221231","15820","RED RIVER STATE BANK","HALSTAD","MN","NM","126441","111062"
"20221231","15826","THE CLAXTON BANK","CLAXTON","GA","NM","147651","135490"
"20221231","15830","NORTHWEST BANK & TRUST COMPANY","DAVENPORT","IA","NM","234036","199177"
"20221231","15839","SECURITY STATE BANK","ALGONA","IA","NM","125358","103311"
"20221231","15847","SUNRISE BANK DAKOTA","ONIDA","SD","NM","64738","58977"
"20221231","15853","THE FARMERS STATE BANK","FAIRVIEW","KS","NM","28267","21424"
"20221231","15871","THE PEOPLES BANK","RIPLEY","MS","NM","509754","465544"
"20221231","15873","MILLEDGEVILLE STATE BANK","MILLEDGEVILLE","IL","NM","174290","133662"
"20221231","15883","DEMOTTE STATE BANK","DEMOTTE","IN","SM","534385","463111"
"20221231","15898","FIRST STATE BANK","LIVINGSTON","TX","SM","437564","394315"
