"Report Period","Cert/ID","Institution Name","City","State","Class","A","L"
"20221231","15899","FUSION BANK","LARNED","KS","SM","197432","155485"
"20221231","15904","THE FOUR COUNTY BANK","ALLENTOWN","GA","NM","84966","75151"
"20221231","15907","COMMUNITY FIRST BANK","MAYWOOD","NE","NM","120023","110950"
"20221231","15908","UNION STATE BANK","CLAY CENTER","KS","SM","197168","159562"
"20221231","15912","SAVINGS BANK OF DANBURY","DANBURY","CT","SI","1438145","1191808"
"20221231","15913","FIRST COMMUNITY BANK AND TRUST","BEECHER","IL","SM","204023","179135"
"20221231","15928","FARMERS NATIONAL BANK OF GRIGGSVILLE","GRIGGSVILLE","IL","N","126838","112592"
"20221231","15930","MAXWELL STATE BANK","MAXWELL","IA","NM","27564","23370"
"20221231","15932","THE CITIZENS BANK","OLANTA","SC","NM","994381","903679"
"20221231","15939","PEOPLES STATE BANK","ROCKSPRINGS","TX","NM","114231","108540"
"20221231","15945","FOREST PARK NATIONAL BANK AND TRUST COMPANY","FOREST PARK","IL","N","306662","284689"
"20221231","15947","IOWA STATE BANK","CLARKSVILLE","IA","NM","406525","347458"
"20221231","15953","GUARANTY BANK AND TRUST COMPANY","BELZONI","MS","NM","1881339","1448486"
"20221231","15966","FULTON SAVINGS BANK","FULTON","NY","SI","475722","318910"
"20221231","15969","RONDOUT SAVINGS BANK","KINGSTON","NY","SI","524847","455920"
"20221231","15970","ULSTER SAVINGS BANK","KINGSTON","NY","SI","1247761","1078866"
"20221231","15987","WALDEN SAVINGS BANK","MONTGOMERY","NY","SB","828530","754903"
"20221231","15990","WATERTOWN SAVINGS BANK","WATERTOWN","NY","SI","923496","799181"
"20221231","15995","PCSB BANK","BREWSTER","NY","NM","1949094","1613198"
"20221231","16026","RIDGEWOOD SAVINGS BANK","RIDGEWOOD","NY","SI","6834299","5447460"
"20221231","16030","THE NORTH COUNTRY SAVINGS BANK","CANTON","NY","SI","308828","252947"
"20221231","16032","RHINEBECK BANK","RHINEBECK","NY","SI","1335810","1151822"
"20221231","16039","SAWYER SAVINGS BANK","SAUGERTIES","NY","SI","277985","235179"
"20221231","16040","GENERATIONS BANK","SENECA FALLS","NY","SB","384938","320566"
"20221231","16068","APPLE BANK FOR SAVINGS","NEW YORK","NY","SI","16822768","15080392"
"20221231","16075","RAYNE STATE BANK & TRUST COMPANY","RAYNE","LA","NM","469126","420465"
"20221231","16079","YORK STATE BANK","YORK","NE","NM","191612","168165"
"20221231","16094","THE EXCHANGE STATE BANK","SPRINGVILLE","IA","NM","54548","51225"
"20221231","16101","THE MILFORD BANK","MILFORD","CT","SI","559839","503886"
"20221231","16103","FARMBANK","GREEN CITY","MO","NM","77447","67103"
"20221231","16110","BUTTE STATE BANK","BUTTE","NE","SM","52590","44075"
"20221231","16111","HIGHLAND BANK","SAINT MICHAEL","MN","NM","663555","542446"
"20221231","16114","FARMERS STATE BANK & TRUST CO.","CHURCH POINT","LA","NM","151970","137586"
"20221231","16116","NEBRASKA BANK","DODGE","NE","NM","407729","351806"
"20221231","16120","THE RILEY STATE BANK OF RILEY, KANSAS","RILEY","KS","NM","112090","93808"
"20221231","16125","THE EASTERN COLORADO BANK","CHEYENNE WELLS","CO","NM","591720","519078"
"20221231","16126","CITIZENS BANK OF THE MIDWEST","ROLLA","MO","NM","178189","165545"
"20221231","16127","FNB COMMUNITY BANK","MIDWEST CITY","OK","SM","522049","469560"
"20221231","16130","FIRST NATIONAL BANK ALASKA","ANCHORAGE","AK","N","5337737","4224857"
"20221231","16151","STATE BANK","SPENCER","IA","SM","82893","77270"
"20221231","16152","THE PEOPLES BANK","EATONTON","GA","NM","218448","195715"
"20221231","16154","BANK OF ELGIN","ELGIN","NE","SM","76365","66556"
"20221231","16160","WAUKESHA STATE BANK","WAUKESHA","WI","NM","1513958","1183044"
"20221231","16161","CAMPBELL COUNTY BANK, INC.","HERREID","SD","NM","157890","130759"
"20221231","16162","FIRST STATE BANK OF PURDY","PURDY","MO","NM","209341","189268"
"20221231","16167","THE METAMORA STATE BANK","METAMORA","OH","SM","97702","88453"
"20221231","16175","WEST ALABAMA BANK & TRUST","REFORM","AL","NM","854535","764745"
"20221231","16176","JOHNSON CITY BANK","JOHNSON CITY","TX","NM","147598","132172"
"20221231","16177","FIRST STATE BANK","STUART","IA","NM","136083","123194"
"20221231","16185","THE SAMSON BANKING COMPANY, INC.","SAMSON","AL","NM","116441","105541"
"20221231","16191","STOCKMAN BANK OF MONTANA","MILES CITY","MT","NM","6029685","5072625"
"20221231","16193","ROCKHOLD BANK","BAINBRIDGE","OH","NM","46573","40883"
"20221231","16198","MASON CITY NATIONAL BANK","MASON CITY","IL","N","77953","69691"
"20221231","16201","BANK OF WOLCOTT","WOLCOTT","IN","NM","229631","196644"
"20221231","16216","THE FARMERS & MERCHANTS BANK","STUTTGART","AR","SM","1713639","1511115"
"20221231","16221","RELIABANK DAKOTA","ESTELLINE","SD","NM","799417","713254"
"20221231","16222","THE SHERWOOD STATE BANK","SHERWOOD","OH","NM","88375","74087"
"20221231","16228","WHEELER COUNTY STATE BANK","ALAMO","GA","NM","141597","121025"
"20221231","16231","DAKOTA HERITAGE BANK","HUNTER","ND","NM","324294","296146"
"20221231","16243","BANK OF EASTERN OREGON","HEPPNER","OR","NM","890181","819253"
"20221231","16246","COMMERCIAL BANKING COMPANY","VALDOSTA","GA","SB","321414","288132"
"20221231","16247","NEIGHBORS BANK","CLARENCE","MO","NM","68594","56450"
"20221231","16249","DEVON BANK","CHICAGO","IL","NM","527391","365869"
"20221231","16250","MARQUETTE BANK","CHICAGO","IL","SM","2041285","1689199"
"20221231","16265","PEOPLES BANK","ROCK VALLEY","IA","NM","842617","724300"
"20221231","16275","THE CITIZENS BANK OF COCHRAN","COCHRAN","GA","NM","155438","137951"
"20221231","16276","BANK OF HILLSBORO, NATIONAL ASSOCIATION","HILLSBORO","IL","N","537448","500853"
"20221231","16281","BANK OF LUMBER CITY","LUMBER CITY","GA","NM","25862","22921"
"20221231","16282","BANK OF BEARDEN","BEARDEN","AR","NM","82076","76579"
"20221231","16283","SOUTH COAST BANK & TRUST","BRUNSWICK","GA","NM","214753","198243"
"20221231","16288","SOUTHERN BANK","SARDIS","GA","NM","224391","201434"
"20221231","16307","MANUFACTURERS BANK & TRUST COMPANY","FOREST CITY","IA","NM","762741","653561"
"20221231","16318","MARSEILLES BANK","MARSEILLES","IL","NM","69980","64415"
"20221231","16330","BATTLE CREEK STATE BANK","BATTLE CREEK","NE","SM","41100","31384"
"20221231","16332","FIRST STATE BANK","MONTICELLO","IL","NM","350396","327777"
"20221231","16333","FIRST STATE BANK","LOOMIS","NE","NM","205033","167015"
"20221231","16334","FIRST STATE BANK OF ODEM","ODEM","TX","NM","193625","171251"
"20221231","16339","THE TRI-COUNTY BANK","STUART","NE","NM","207410","194961"
"20221231","16344","THE STATE BANK OF PEARL CITY","PEARL CITY","IL","NM","70006","63268"
"20221231","16363","PEOPLES SAVINGS BANK","MONTEZUMA","IA","NM","62237","53777"
"20221231","16369","THE CITIZENS BANK","ENTERPRISE","AL","NM","215660","196723"
"20221231","16370","THE HICKSVILLE BANK","HICKSVILLE","OH","NM","177312","155457"
"20221231","16386","BRANTLEY BANK AND TRUST COMPANY","BRANTLEY","AL","NM","99797","87219"
"20221231","16389","BANK OF TRAVELERS REST","TRAVELERS REST","SC","NM","1317381","1221632"
"20221231","16394","TABLE GROVE STATE BANK","TABLE GROVE","IL","NM","50184","44780"
"20221231","16395","SECURITY BANK","STEPHENS","AR","NM","64386","55848"
"20221231","16396","LAFAYETTE STATE BANK","MAYO","FL","NM","186292","169706"
"20221231","16402","THE BENNINGTON STATE BANK","SALINA","KS","NM","967774","824492"
"20221231","16410","ANDOVER STATE BANK","ANDOVER","KS","NM","172548","152188"
"20221231","16413","BANK OF STRONGHURST","STRONGHURST","IL","NM","87496","80161"
"20221231","16416","FSNB, NATIONAL ASSOCIATION","LAWTON","OK","N","476954","398460"
"20221231","16417","CITIZENS BANK & TRUST COMPANY","COVINGTON","LA","NM","169833","154905"
"20221231","16418","BANKSOUTH","GREENSBORO","GA","SB","1128504","983516"
"20221231","16423","LA MONTE COMMUNITY BANK","LA MONTE","MO","NM","44049","40385"
"20221231","16436","CENTERA BANK","SUBLETTE","KS","NM","324593","308019"
"20221231","16440","FARMERS AND MERCHANTS BANK","SYLVANIA","GA","NM","159888","144546"
"20221231","16448","SECURITY STATE BANK","ALEXANDRIA","SD","NM","96400","90071"
"20221231","16450","BUSEY BANK","CHAMPAIGN","IL","NM","12304953","10163420"
"20221231","16453","WHITESVILLE STATE BANK","WHITESVILLE","WV","NM","125241","116370"
"20221231","16464","MERCHANTS & PLANTERS' BANK","NEWPORT","AR","NM","331443","299914"
"20221231","16470","JEFFERSON BANK","SAN ANTONIO","TX","NM","2858671","2654290"
"20221231","16471","KENDALL BANK","OVERLAND PARK","KS","NM","129299","114250"
"20221231","16472","THE GARY STATE BANK","GARY","MN","NM","18353","15789"
"20221231","16473","FIRST BANK","STERLING","KS","NM","148756","113585"
"20221231","16477","STATE BANK OF LAKOTA","LAKOTA","ND","NM","72344","67275"
"20221231","16479","LONGVIEW BANK AND TRUST","CHRISMAN","IL","NM","262643","232460"
"20221231","16501","FIRST BANKERS TRUST COMPANY, NATIONAL ASSOCIATION","QUINCY","IL","N","1117412","921405"
"20221231","16516","NEBRASKA STATE BANK","LYNCH","NE","NM","18583","15850"
"20221231","16539","METAIRIE BANK & TRUST COMPANY","METAIRIE","LA","NM","590392","537292"
"20221231","16546","JD BANK","JENNINGS","LA","NM","1238214","1144332"
"20221231","16547","BANK PLUS","ESTHERVILLE","IA","NM","155978","121695"
"20221231","16553","ELKHORN VALLEY BANK & TRUST","NORFOLK","NE","NM","1019684","891911"
"20221231","16561","STATE BANK OF EASTON","EASTON","MN","NM","26693","21322"
"20221231","16571","BMO HARRIS BANK NATIONAL ASSOCIATION","CHICAGO","IL","N","176980258","142016082"
"20221231","16581","CITIZENS STATE BANK","ANTON","TX","NM","64244","53200"
"20221231","16583","STATE BANK OF BURRTON","BURRTON","KS","SM","12075","11062"
"20221231","16584","CARVER STATE BANK","SAVANNAH","GA","NM","84015","70278"
"20221231","16585","VERMONT STATE BANK","VERMONT","IL","NM","26539","20383"
"20221231","16595","CCB COMMUNITY BANK","ANDALUSIA","AL","NM","602223","548005"
"20221231","16600","FIRST STATE BANK","SOCORRO","NM","NM","196106","175903"
"20221231","16601","BANK NORTHWEST","HAMILTON","MO","NM","198593","180394"
"20221231","16603","THE PEOPLES BANK","MARION","KY","SM","123414","111270"
"20221231","16604","BANK INDEPENDENT","SHEFFIELD","AL","SM","2369774","1928368"
"20221231","16609","ROCHELLE STATE BANK","ROCHELLE","GA","NM","55549","46760"
"20221231","16612","FNB PICAYUNE BANK","PICAYUNE","MS","SM","266425","238172"
"20221231","16620","UNION BANK, INC.","MIDDLEBOURNE","WV","NM","371477","346997"
"20221231","16629","ESB FINANCIAL","EMPORIA","KS","NM","338842","311835"
"20221231","16635","LUMINATE BANK","MINNETONKA","MN","NM","156413","118857"
"20221231","16636","THE TORRINGTON SAVINGS BANK","TORRINGTON","CT","SI","908945","732573"
"20221231","16643","FIRST STATE BANK","JUNCTION","TX","SM","66184","63249"
"20221231","16652","SOUTHWEST BANK","ODESSA","TX","NM","671228","611610"
"20221231","16656","SECURITY STATE BANK OF AITKIN","AITKIN","MN","NM","113331","107535"
"20221231","16659","NORTHEAST BANK","MINNEAPOLIS","MN","NM","715822","654877"
"20221231","16664","THE PADUCAH BANK AND TRUST COMPANY","PADUCAH","KY","SM","891968","728087"
"20221231","16666","ITASCA BANK & TRUST CO.","ITASCA","IL","NM","731397","675599"
"20221231","16667","WASHINGTON STATE BANK","WASHINGTON","IL","NM","75344","70760"
"20221231","16689","GIBSLAND BANK & TRUST COMPANY","GIBSLAND","LA","NM","500932","448673"
"20221231","16695","FIRST STATE BANK","STRATFORD","TX","NM","317258","290213"
"20221231","16704","BANKWEST","ROCKFORD","MN","NM","241436","231999"
"20221231","16707","SOUTH CENTRAL STATE BANK","CAMPBELL","NE","NM","179500","159048"
"20221231","16720","WESTERN BANK","ARTESIA","NM","NM","329667","310099"
"20221231","16723","CAROLINA BANK & TRUST CO.","LAMAR","SC","NM","790549","704417"
"20221231","16733","NORTH STAR BANK","ROSEVILLE","MN","NM","357241","330268"
"20221231","16744","THE PEOPLES STATE BANK","CHERRYVALE","KS","NM","17062","12384"
"20221231","16752","NATIONAL BANK OF ST. ANNE","ST. ANNE","IL","N","127023","100875"
"20221231","16753","CITIZENS STATE BANK","SOMERVILLE","TX","NM","1008648","907119"
"20221231","16757","THE CAMPBELL & FETTER BANK","KENDALLVILLE","IN","NM","359029","284841"
"20221231","16778","FRANKLIN STATE BANK","FRANKLIN","MN","NM","38725","33098"
"20221231","16780","GREAT OAKS BANK","EASTMAN","GA","NM","309124","282585"
"20221231","16788","UNION STATE BANK","UNIONTOWN","KS","NM","66800","61768"
"20221231","16795","BANK OF LOCUST GROVE","LOCUST GROVE","OK","SM","45588","39701"
"20221231","16810","FARMERS AND MERCHANTS BANK","MILFORD","NE","NM","840580","671466"
"20221231","16817","CITIZENS BANK","KILGORE","TX","NM","522552","461360"
"20221231","16820","THE BANK OF GLEN BURNIE","GLEN BURNIE","MD","NM","381433","363024"
"20221231","16825","SUNMARK COMMUNITY BANK","HAWKINSVILLE","GA","NM","427662","385161"
"20221231","16835","PROSPERITY BANK","EL CAMPO","TX","NM","37695970","28579730"
"20221231","16840","RIVER FALLS STATE BANK","RIVER FALLS","WI","NM","127614","117232"
"20221231","16849","FIRST ARKANSAS BANK AND TRUST","JACKSONVILLE","AR","NM","985331","809250"
"20221231","16852","CITIZENS DEPOSIT BANK OF ARLINGTON, INC.","ARLINGTON","KY","NM","290216","236108"
"20221231","16854","COMMUNITY 1ST BANK LAS VEGAS","LAS VEGAS","NM","NM","174580","165238"
"20221231","16858","FIRST AMERICAN BANK AND TRUST COMPANY","ATHENS","GA","NM","870953","781198"
"20221231","16863","CITIZENS INDEPENDENT BANK","SAINT LOUIS PARK","MN","NM","360735","326431"
"20221231","16866","WEST TEXAS STATE BANK","SNYDER","TX","NM","224067","201878"
"20221231","16868","CORN GROWERS STATE BANK","MURDOCK","NE","NM","36056","33570"
"20221231","16889","UNITED COMMUNITY BANK","GREENVILLE","SC","NM","23954627","20220128"
"20221231","16891","PILGRIM BANK","PITTSBURG","TX","NM","680790","580680"
"20221231","16895","FIRST STATE BANK OF BEDIAS","BEDIAS","TX","NM","207530","177516"
"20221231","16897","F&M BANK","WASHINGTON","GA","NM","357772","313115"
"20221231","16900","PRINCEVILLE STATE BANK","PRINCEVILLE","IL","NM","107614","95427"
"20221231","16905","BANK OF ORCHARD","ORCHARD","NE","NM","30526","25447"
"20221231","16906","STATE BANK OF TAUNTON","TAUNTON","MN","NM","54152","49377"
"20221231","16908","SPIRO STATE BANK","SPIRO","OK","NM","63197","58785"
"20221231","16910","22ND STATE BANK","LOUISVILLE","AL","NM","225164","178153"
"20221231","16916","F & M BANK AND TRUST COMPANY","MANCHESTER","GA","NM","74905","71953"
"20221231","16934","CITIZENS STATE BANK","GANADO","TX","NM","60859","57866"
"20221231","16941","THE FARMERS STATE BANK","WATHENA","KS","NM","75251","71544"
"20221231","16953","BANK OF CLARKS","CLARKS","NE","NM","43017","37375"
"20221231","16958","MINNWEST BANK","REDWOOD FALLS","MN","NM","2847684","2481411"
"20221231","16959","BANK OF BILLINGS","BILLINGS","MO","NM","86436","66951"
"20221231","16968","THE PEOPLES BANK","IVA","SC","NM","402497","372000"
"20221231","16970","PEOPLES BANK OF KENTUCKY, INC.","FLEMINGSBURG","KY","NM","434445","354800"
"20221231","16971","SOLUTIONS NORTH BANK","STOCKTON","KS","NM","309842","261228"
"20221231","16976","COMMUNITY STATE BANK OF ORBISONIA","ORBISONIA","PA","NM","452375","406275"
"20221231","16980","BANK OF COLORADO","FORT COLLINS","CO","NM","6600477","5902282"
"20221231","16982","BANK OF PONTIAC","PONTIAC","IL","SM","988210","835781"
"20221231","17001","FIRST SECURITY BANK AND TRUST COMPANY","OKLAHOMA CITY","OK","NM","79084","56863"
"20221231","17009","CENTRAL BANK OF KANSAS CITY","KANSAS CITY","MO","NM","376709","321542"
"20221231","17011","FNB SOUTH","ALMA","GA","NM","539144","449723"
"20221231","17040","WILSON & MUIR BANK & TRUST COMPANY","BARDSTOWN","KY","NM","706771","616538"
"20221231","17062","STATE BANK OF BELLINGHAM","BELLINGHAM","MN","NM","49591","41390"
"20221231","17068","LABETTE BANK","ALTAMONT","KS","NM","508032","445326"
"20221231","17073","THE PEOPLES BANK","WILLACOOCHEE","GA","NM","116415","104172"
"20221231","17077","FIRST US BANK","BIRMINGHAM","AL","NM","994588","872879"
"20221231","17093","THE FIRST NATIONAL BANK OF SOUTH MIAMI","SOUTH MIAMI","FL","N","980770","866406"
"20221231","17094","HOMEBANK TEXAS","SEAGOVILLE","TX","NM","315211","278578"
"20221231","17096","LIBERTY STATE BANK","POWERS LAKE","ND","NM","124375","113620"
"20221231","17108","COMMUNITY BANK & TRUST, WACO, TEXAS","WACO","TX","NM","585233","523570"
"20221231","17114","THE GORHAM STATE BANK","GORHAM","KS","NM","43857","39251"
"20221231","17115","PARTNERS BANK OF NEW ENGLAND","SANFORD","ME","SI","1004795","856846"
"20221231","17120","FIRST SECURITY BANK","BATESVILLE","MS","NM","852086","770050"
"20221231","17122","LAKE COUNTRY COMMUNITY BANK","MORRISTOWN","MN","NM","35943","34277"
"20221231","17123","ARTISANS' BANK","WILMINGTON","DE","SI","662318","597687"
"20221231","17126","WILCOX COUNTY STATE BANK","ABBEVILLE","GA","NM","150638","129717"
"20221231","17128","INTERCITY STATE BANK","SCHOFIELD","WI","NM","259345","189251"
"20221231","17138","PEOPLES STATE BANK","BLAIR","OK","NM","17430","15558"
"20221231","17145","HERITAGE BANK","WOOD RIVER","NE","NM","604832","463962"
"20221231","17159","BANK OF UTAH","OGDEN","UT","NM","2406732","1942490"
"20221231","17160","COTTONWOOD VALLEY BANK","CEDAR POINT","KS","SM","38813","35553"
"20221231","17162","DAIRY STATE BANK","RICE LAKE","WI","NM","705542","620577"
"20221231","17169","STATE BANK & TRUST COMPANY","GOLDEN MEADOW","LA","NM","149088","138926"
"20221231","17174","PEOPLES STATE BANK, FAIRMOUNT, N. D.","FAIRMOUNT","ND","NM","36596","34903"
"20221231","17180","MEREDITH VILLAGE SAVINGS BANK","MEREDITH","NH","SI","1552881","1174035"
"20221231","17190","BANK OF CAMILLA","CAMILLA","GA","NM","170373","131626"
"20221231","17193","THE WARRINGTON BANK","PENSACOLA","FL","NM","208411","180664"
"20221231","17205","THE POTTER STATE BANK OF POTTER","POTTER","NE","NM","48369","40507"
"20221231","17208","TSB BANK","LOMIRA","WI","NM","181566","160212"
"20221231","17211","THE CITIZENS BANK","BATESVILLE","AR","SM","1335234","1214591"
"20221231","17214","CITIZENS STATE BANK","SEALY","TX","NM","387121","355214"
"20221231","17224","FIRST SECURITY TRUST AND SAVINGS BANK","ELMWOOD PARK","IL","NM","399855","378747"
"20221231","17229","HENDERSON STATE BANK","HENDERSON","NE","NM","283649","210429"
"20221231","17230","ALBANY BANK AND TRUST COMPANY NATIONAL ASSOCIATION","CHICAGO","IL","N","705700","592777"
"20221231","17232","SIDNEY STATE BANK","SIDNEY","MI","NM","120205","109731"
"20221231","17241","NORTH CENTRAL BANK","HENNEPIN","IL","NM","155536","130284"
"20221231","17244","THE BANK OF DENVER","DENVER","CO","NM","273656","254139"
"20221231","17259","ST. ANSGAR STATE BANK","SAINT ANSGAR","IA","SM","169282","141662"
"20221231","17262","ESSEX SAVINGS BANK","ESSEX","CT","SI","528294","462010"
"20221231","17266","UMPQUA BANK","ROSEBURG","OR","NM","31844724","27211505"
"20221231","17280","THE BANK OF TIOGA","TIOGA","ND","NM","347782","317228"
"20221231","17281","CITY NATIONAL BANK","LOS ANGELES","CA","N","96504709","75445967"
"20221231","17282","BANKIOWA","CEDAR RAPIDS","IA","NM","785842","652013"
"20221231","17308","CENTRAL PACIFIC BANK","HONOLULU","HI","NM","7419533","6753138"
"20221231","17317","GOPPERT STATE SERVICE BANK","GARNETT","KS","NM","251508","227156"
